,interview,task,meandistance,stddevdistance,maxdistance,mindistance,startdistance,enddistance
0,EA-004,EA-004_allsc,656.314169137,12.6724046262,688.44,575.1,669.84,659.32
1,EA-004,Reading,649.72305372,14.4148598261,682.7,575.1,665.18,650.27
2,EA-004,Memory,656.327126326,10.4936214709,688.44,601.87,644.37,659.32
3,EA-004,CookieTheft,661.093712252,8.34831131904,672.88,576.23,659.72,659.63
4,EA-004,PupilCalib,670.071635623,1.02073725565,673.15,667.34,669.84,669.8
5,EA-007,EA-007_allsc,661.178009234,10.2231100404,694.88,547.13,671.79,661.25
6,EA-007,Reading,661.538433911,7.99651398847,694.88,547.13,682.44,664.17
7,EA-007,CookieTheft,666.832633429,5.64462246921,692.79,654.81,666.51,669.89
8,EA-007,PupilCalib,671.494896057,1.05310011021,676.52,669.25,671.79,671.95
9,EA-009,EA-009_allsc,688.468736449,5.69264858702,709.36,660.08,692.81,686.61
10,EA-009,Reading,687.014518557,7.73403578032,709.36,661.91,692.56,678.04
11,EA-009,Memory,687.260102319,3.31101187681,698.77,660.08,681.49,686.61
12,EA-009,CookieTheft,690.371096018,4.45911032474,704.68,678.04,698.21,691.02
13,EA-009,PupilCalib,690.901653543,1.7246985286,696.34,685.83,692.81,691.28
14,EA-049,EA-049_allsc,635.710316068,9.88869096718,669.45,593.73,629.91,649.93
15,EA-049,Reading,633.907144949,8.01951492968,648.17,594.6,635.28,636.23
16,EA-049,Memory,642.854188894,7.31900656739,669.45,617.66,632.79,649.93
17,EA-049,CookieTheft,631.837197239,9.58156952379,656.21,593.73,633.26,629.3
18,EA-049,PupilCalib,627.274219831,0.991642434445,630.56,625.68,629.91,627.15
19,EA-063,EA-063_allsc,698.781698113,21.7832687974,773.51,663.35,697.94,696.73
20,EA-063,Reading,689.455452409,10.60595161,714.77,663.35,708.54,680.47
21,EA-063,CookieTheft,689.419175708,7.8029884921,707.87,670.3,698.34,678.25
22,EA-063,PupilCalib,696.412076271,1.48218376507,700.08,693.44,697.94,694.7
23,EA-069,EA-069_allsc,664.043984533,11.2787591239,704.91,424.4,672.03,665.17
24,EA-069,Reading,663.108196508,13.1603053071,704.91,424.4,668.13,670.61
25,EA-069,Memory,663.931352186,13.5795722575,690.41,572.64,660.66,665.17
26,EA-069,CookieTheft,663.054630396,5.97087214256,682.77,620.5,671.8,660.83
27,EA-069,PupilCalib,673.523042304,2.72931557883,677.0,661.02,672.03,675.01
28,EA-073,EA-073_allsc,684.285130095,9.89710208812,712.3,619.76,687.72,652.6
29,EA-073,Reading,684.974625024,10.9230059953,702.0,619.76,687.55,649.34
30,EA-073,CookieTheft,684.78497107,6.15566465588,712.3,668.99,687.38,674.2
31,EA-073,PupilCalib,689.196838859,1.06130460689,694.28,687.19,687.72,689.56
32,EA-084,EA-084_allsc,676.028454073,6.61488781422,715.17,634.28,688.6,659.25
33,EA-084,Reading,673.625865574,6.68662240265,697.72,645.22,675.3,666.72
34,EA-084,Memory,674.453275763,4.07776908693,688.07,659.25,671.98,659.25
35,EA-084,CookieTheft,676.20219802,4.76171612746,715.17,634.28,684.54,670.95
36,EA-084,PupilCalib,688.745609756,0.754709675858,690.1,686.37,688.6,687.1
37,EA-109,EA-109_allsc,696.17770109,6.38474641866,711.19,659.34,699.71,701.23
38,EA-109,Reading,696.443316545,6.72319004855,709.98,659.34,698.83,687.4
39,EA-109,CookieTheft,693.295939588,5.87641035864,707.06,665.75,697.99,689.25
40,EA-109,PupilCalib,700.18402571,0.946125959422,703.12,697.82,699.71,699.87
41,EA-123,EA-123_allsc,628.544313046,17.4077842868,736.2,573.13,624.23,661.21
42,EA-123,Reading,631.287423678,14.0105794229,675.17,573.13,622.75,631.61
43,EA-123,CookieTheft,614.979362326,6.44409365005,632.16,593.58,607.64,630.06
44,EA-123,PupilCalib,629.379333333,3.51210213803,639.85,615.59,624.23,639.54
45,EA-127,EA-127_allsc,743.957251826,26.6490149536,803.04,689.66,728.58,763.69
46,EA-127,Reading,768.991294447,6.68456278533,788.62,744.84,775.43,767.62
47,EA-127,Memory,769.496196613,8.93451993506,803.04,706.77,783.11,763.69
48,EA-127,CookieTheft,717.25017432,5.60881156504,736.29,689.66,714.27,719.38
49,EA-127,PupilCalib,727.21828201,2.73968032865,731.42,718.59,728.58,726.34
50,EA-135,EA-135_allsc,648.347689115,34.8154195547,980.72,354.86,658.56,650.2
51,EA-135,Reading,654.373829045,31.5280515584,809.37,387.35,660.31,655.99
52,EA-135,Memory,636.217856498,47.6849034692,980.72,354.86,664.31,650.2
53,EA-135,CookieTheft,651.529384386,17.3965811142,760.79,462.92,659.88,666.68
54,EA-135,PupilCalib,657.627776435,2.48569498836,665.42,650.1,658.56,658.65
55,EA-141,EA-141_allsc,713.982760779,10.6555402129,836.73,637.62,712.58,708.67
56,EA-141,Reading,721.702426218,14.8191332202,836.73,637.62,712.87,717.35
57,EA-141,Memory,711.542946582,7.77407697071,732.53,654.26,726.39,708.67
58,EA-141,CookieTheft,708.581332741,3.31448902727,725.54,698.61,703.7,708.92
59,EA-141,PupilCalib,713.520932256,2.14480147895,722.76,709.03,712.58,715.4
60,EA-149,EA-149_allsc,662.65761424,28.7491722785,772.52,469.45,637.26,657.68
61,EA-149,Reading,681.008325718,21.8678171825,727.92,469.45,646.18,609.7
62,EA-149,CookieTheft,631.319421943,7.57632724147,686.59,579.01,633.75,628.16
63,EA-149,PupilCalib,636.255573643,1.03607558542,638.22,629.96,637.26,636.75
64,EA-152,EA-152_allsc,614.469040267,58.3305297573,763.54,410.78,673.72,632.39
65,EA-152,Reading,607.033843802,71.5866543371,763.54,410.78,655.59,587.56
66,EA-152,CookieTheft,604.915957215,37.9309807515,679.47,441.88,673.07,550.24
67,EA-152,PupilCalib,666.174622289,3.02929618146,674.9,661.16,673.72,661.87
68,EA-169,EA-169_allsc,664.598288302,14.0628382721,722.77,582.33,652.25,684.86
69,EA-169,Reading,668.286641893,13.3374413276,698.78,582.33,651.88,672.34
70,EA-169,CookieTheft,654.423238374,8.92650476767,722.77,635.26,649.04,662.37
71,EA-169,PupilCalib,654.68035533,1.29219950158,657.14,651.11,652.25,653.63
72,EA-178,EA-178_allsc,692.820555379,21.7182633023,733.69,551.07,711.74,657.82
73,EA-178,Reading,699.758413373,14.4346678906,733.69,668.43,705.04,688.15
74,EA-178,CookieTheft,706.089039291,6.46255405022,719.14,688.08,701.18,711.55
75,EA-178,PupilCalib,707.586145064,1.55146706341,711.85,701.96,711.74,708.03
76,EA-180,EA-180_allsc,674.040809623,13.9663402918,696.92,528.77,688.05,677.71
77,EA-180,Reading,669.114009121,14.7303860848,696.92,607.8,687.34,666.7
78,EA-180,CookieTheft,683.830654562,6.43653184001,693.37,660.82,687.56,678.06
79,EA-180,PupilCalib,688.668994083,0.802104574416,690.99,686.06,688.05,687.06
80,EA-184,EA-184_allsc,650.249375291,7.18813330006,682.53,614.27,646.31,647.05
81,EA-184,Reading,655.529118486,5.29756714462,668.93,634.5,652.78,652.49
82,EA-184,Memory,648.506345203,5.74990073499,667.5,625.01,654.81,647.05
83,EA-184,CookieTheft,648.090348229,7.69460681248,682.53,614.27,653.55,646.79
84,EA-184,PupilCalib,652.160350271,1.13531176303,665.12,646.3,646.31,652.51
85,EA-194,EA-194_allsc,668.119673568,30.1449137787,720.8,560.41,647.05,664.62
86,EA-194,Reading,648.366637498,4.90739613346,660.7,634.6,640.85,645.82
87,EA-194,CookieTheft,636.699771987,4.65986199089,651.16,622.1,629.06,637.37
88,EA-194,PupilCalib,643.626184397,0.812750009385,647.05,641.41,647.05,644.08
89,EA-195,EA-195_allsc,637.528335975,9.8617863634,705.16,582.12,640.0,596.62
90,EA-195,Reading,636.484682288,9.96113725059,685.06,582.12,628.45,633.07
91,EA-195,Memory,640.988443354,11.2540308388,705.16,596.12,647.92,596.62
92,EA-195,CookieTheft,633.587013238,3.98611380544,652.78,621.5,627.42,639.65
93,EA-195,PupilCalib,635.423424879,1.91540887828,644.88,632.2,640.0,636.47
94,EE-031,CookieTheft,846.033703347,12.9776326465,883.56,776.99,839.46,832.83
95,EE-050,EE-050_allsc,669.038200937,13.8588856205,727.97,514.55,662.26,647.27
96,EE-050,Reading,669.189488916,14.1459266932,727.97,571.64,659.23,648.7
97,EE-050,CookieTheft,674.272374817,10.2595821941,706.07,639.5,667.8,680.29
98,EE-050,PupilCalib,663.730195578,3.89496257923,668.7,647.86,662.26,667.47
99,EE-057,EE-057_allsc,726.731016116,11.4350638303,799.78,677.58,737.71,739.73
100,EE-057,Reading,722.63082249,10.4113520874,793.65,682.92,737.81,695.57
101,EE-057,Memory,728.291612382,15.0529081685,799.78,677.58,732.56,739.73
102,EE-057,CookieTheft,732.360421211,7.31243975339,761.9,710.74,740.54,729.92
103,EE-057,PupilCalib,734.342221085,2.73840130013,743.35,726.28,737.71,735.25
104,EE-087,PupilCalib,677.205625832,1.93546348331,686.3,673.25,680.09,677.28
105,EE-093,EE-093_allsc,667.847611784,17.5020460438,705.06,449.81,681.87,671.89
106,EE-093,Reading,664.73351342,14.2017612909,684.07,569.64,677.03,660.73
107,EE-093,Memory,666.751722946,28.5914194093,705.06,449.81,683.41,671.89
108,EE-093,CookieTheft,669.090612838,5.89606742865,680.87,640.23,670.59,662.14
109,EE-093,PupilCalib,680.898162461,1.16855674937,684.07,678.1,681.87,680.5
110,EE-100,EE-100_allsc,677.869506276,24.0928403644,1007.21,594.07,685.85,685.56
111,EE-100,Reading,675.624263304,27.2910276274,990.55,594.07,676.2,665.23
112,EE-100,CookieTheft,674.525722606,5.8116448232,693.25,662.44,679.37,677.33
113,EE-100,PupilCalib,683.209349931,2.03476604196,687.04,678.12,685.85,682.59
114,EE-105,EE-105_allsc,589.909585149,14.7881620627,636.11,518.45,628.54,571.52
115,EE-105,Reading,594.182528824,9.87533424864,623.21,518.45,609.19,616.1
116,EE-105,Memory,580.158452893,10.4251767821,636.11,527.53,590.95,571.52
117,EE-105,CookieTheft,594.600495637,13.0857514862,626.01,547.82,623.77,594.55
118,EE-105,PupilCalib,628.425048662,1.28551384914,632.47,625.55,628.54,631.5
119,EE-126,EE-126_allsc,659.50749867,23.1360655044,707.91,369.79,662.66,613.4
120,EE-126,Reading,656.698369925,26.7717394347,707.91,369.79,668.81,644.06
121,EE-126,CookieTheft,665.64472061,10.5627237434,691.21,536.29,664.82,677.87
122,EE-126,PupilCalib,665.313093581,3.31008334074,675.3,647.91,662.66,664.23
123,EE-140,EE-140_allsc,583.970575528,23.7032770847,700.71,419.58,617.67,557.88
124,EE-140,Reading,572.643208827,23.9226519154,700.71,419.58,579.08,582.08
125,EE-140,CookieTheft,591.633357618,16.7246880728,621.58,521.28,608.23,571.77
126,EE-140,PupilCalib,622.077211538,1.63475233929,625.19,616.87,617.67,621.83
127,EE-146,EE-146_allsc,587.055095037,9.83606504368,619.3,532.62,576.88,593.62
128,EE-146,Reading,583.397059271,6.92568473463,596.46,532.62,551.7,586.03
129,EE-146,Memory,599.31541979,4.89818600399,619.3,573.75,606.59,593.62
130,EE-146,CookieTheft,582.256278099,7.64250908967,598.98,561.59,578.4,597.26
131,EE-146,PupilCalib,578.628918692,0.907405728049,581.14,576.09,576.88,579.12
132,EE-147,EE-147_allsc,704.27660217,9.05932497738,739.26,598.12,709.52,678.92
133,EE-147,Reading,704.789612446,8.07894875167,730.2,662.08,708.09,699.59
134,EE-147,Memory,697.877083645,6.09941764754,714.75,629.27,699.85,678.92
135,EE-147,PupilCalib,713.722305581,2.03759859869,719.77,707.94,709.52,714.66
136,EE-174,Reading,500.079652832,17.1113644492,552.68,429.59,477.76,500.04
137,EE-174,CookieTheft,621.921465138,89.5404697632,709.27,459.37,688.55,466.72
138,EE-174,PupilCalib,688.878432081,5.77875992782,700.3,678.55,680.53,695.17
139,EE-190,EE-190_allsc,677.888170518,19.4813785182,744.47,635.95,665.9,682.27
140,EE-190,Reading,687.644430008,21.8203673724,744.47,635.95,677.44,659.01
141,EE-190,Memory,676.940997579,12.9437885348,708.77,651.75,651.75,682.27
142,EE-190,CookieTheft,678.900327242,13.2408335712,707.16,643.67,668.93,698.86
143,EE-190,PupilCalib,653.654235737,5.14048282615,669.01,647.04,665.9,651.88
144,EH-061,EH-061_allsc,679.235591475,6.42173400792,699.85,603.44,680.72,632.49
145,EH-061,Reading,677.26770112,8.91726656066,699.85,603.44,684.6,657.66
146,EH-061,Memory,680.52190375,3.77291399596,689.89,632.49,678.13,632.49
147,EH-061,CookieTheft,679.32858145,4.55390758551,697.11,662.6,679.72,686.24
148,EH-061,PupilCalib,686.158929504,3.44801023054,693.26,672.25,680.72,693.26
149,EH-164,EH-164_allsc,723.860443434,10.5317632913,754.07,694.63,734.6,699.99
150,EH-164,Reading,720.386538426,11.4215829374,746.85,694.63,731.54,721.88
151,EH-164,Memory,718.520223735,6.47705256831,754.07,699.99,726.04,699.99
152,EH-164,CookieTheft,727.579256345,6.86472324917,751.12,699.39,735.84,715.29
153,EH-164,PupilCalib,738.673234043,1.00221688422,740.62,734.6,734.6,738.39
154,EH-173,EH-173_allsc,700.791016442,6.16622668258,720.17,673.73,703.53,705.66
155,EH-173,Reading,698.446968658,7.13212047706,720.17,674.56,698.61,695.35
156,EH-173,Memory,703.1254965,3.568567846,715.45,673.73,704.59,705.66
157,EH-173,CookieTheft,701.660134998,5.9842247137,716.27,681.53,704.49,705.92
158,EH-173,PupilCalib,703.311731641,1.77542479582,707.42,697.98,703.53,704.96
159,EI-0001,EI-0001_allsc,678.881562571,7.57988687974,700.97,606.89,671.22,670.25
160,EI-0001,Reading,684.733327823,7.24699614815,700.97,641.94,685.48,686.71
161,EI-0001,Memory,673.263586949,3.55436265593,684.73,606.89,679.68,670.25
162,EI-0001,CookieTheft,679.911537186,4.78736321633,695.26,663.98,674.79,687.16
163,EI-0001,PupilCalib,670.43380044,0.856418332101,672.59,667.81,671.22,671.16
164,EI-023,EI-023_allsc,664.671581336,9.4038631988,718.66,555.31,676.13,645.06
165,EI-023,Reading,669.800454403,6.2060163524,718.66,635.6,670.13,667.66
166,EI-023,Memory,655.578418615,8.92543458338,693.02,555.31,671.88,645.06
167,EI-023,CookieTheft,668.267848205,5.21451974431,695.03,651.78,671.48,665.57
168,EI-023,PupilCalib,673.876866464,1.13023134773,677.16,671.49,676.13,673.39
169,EI-037,EI-037_allsc,653.431439394,13.2905160179,925.42,563.88,664.63,628.07
170,EI-037,Reading,652.981866283,16.8275882312,925.42,599.92,662.66,650.97
171,EI-037,CookieTheft,654.842621976,5.39826175831,675.68,642.43,656.68,654.65
172,EI-037,PupilCalib,658.572235577,2.25524758512,664.63,654.47,664.63,654.57
173,EI-051,EI-051_allsc,652.837374624,16.104212867,757.02,539.01,646.44,622.32
174,EI-051,Reading,649.669763013,15.6812449209,757.02,610.23,657.63,634.55
175,EI-051,Memory,650.277968725,16.5967554875,711.18,539.01,650.06,622.32
176,EI-051,CookieTheft,659.759784138,15.282554217,693.45,622.77,649.29,625.38
177,EI-051,PupilCalib,648.209057836,0.853597291772,650.68,645.76,646.44,649.49
178,EI-096,EI-096_allsc,677.160709031,13.1645659149,699.69,603.09,687.62,663.4
179,EI-096,Reading,681.929130242,7.42872980766,698.26,660.06,683.03,679.27
180,EI-096,Memory,661.709520874,11.4981194474,683.65,633.45,669.73,663.4
181,EI-096,CookieTheft,683.850238291,6.33229340256,699.69,620.66,683.83,689.91
182,EI-096,PupilCalib,691.084215962,5.98842048117,696.27,603.09,687.62,694.06
183,EI-112,Reading,584.305106535,6.1885575268,605.9,564.91,584.93,580.0
184,EI-112,CookieTheft,587.290394265,4.82868785238,598.67,570.27,592.9,590.52
185,EI-112,PupilCalib,603.341966427,1.17685185562,606.54,601.34,602.74,602.3
186,EI-137,EI-137_allsc,687.294167311,16.5449470095,802.53,539.17,693.63,697.98
187,EI-137,Reading,681.552958768,12.8809507161,712.82,644.59,686.18,681.99
188,EI-137,CookieTheft,686.713642098,9.91382676491,718.57,660.92,694.58,685.55
189,EI-137,PupilCalib,690.386833559,1.92179869149,694.14,684.22,693.63,691.48
190,EI-170,EI-170_allsc,641.068567951,12.475730932,671.42,569.16,665.54,641.64
191,EI-170,Reading,633.729524961,10.9280122104,662.29,582.24,631.36,625.57
192,EI-170,Memory,636.921669293,9.57553513333,660.34,569.16,651.16,641.64
193,EI-170,CookieTheft,647.482588596,10.4669770168,671.42,619.0,665.67,646.5
194,EI-170,PupilCalib,664.556649057,0.990052304842,667.7,661.58,665.54,665.25
195,EI-189,EI-189_allsc,670.148917245,56.2230958137,841.98,416.94,749.3,611.72
196,EI-189,Reading,637.671217739,24.6403721592,742.35,549.3,729.3,725.6
197,EI-189,CookieTheft,676.715484158,55.1263307723,787.41,457.2,756.55,578.83
198,EI-189,PupilCalib,752.543535769,4.08956233443,758.99,740.54,749.3,757.0
199,EI-191,EI-191_allsc,633.361734472,10.8624095244,674.39,561.88,632.04,636.15
200,EI-191,Reading,628.547218481,6.54051774224,654.98,603.55,640.06,640.12
201,EI-191,Memory,639.745419687,12.8206452596,674.39,561.88,643.36,636.15
202,EI-191,CookieTheft,628.904611956,6.69602887816,660.02,595.62,657.91,638.03
203,EI-191,PupilCalib,633.24130137,1.19456936798,636.52,623.9,632.04,633.53
204,EL-003,CookieTheft,698.049521961,8.59114328262,720.45,654.35,702.2,706.06
205,EL-101,EL-101_allsc,571.65713362,11.1766507822,760.44,534.94,592.52,565.67
206,EL-101,Reading,578.639091433,12.6852808936,760.44,534.94,595.74,577.35
207,EL-101,Memory,565.273687432,10.2768310624,591.12,535.93,589.19,565.67
208,EL-101,CookieTheft,572.24686478,6.83949589761,636.96,551.51,589.35,565.66
209,EL-101,PupilCalib,594.321547893,0.606769880663,596.13,592.51,592.52,593.22
210,EL-122,EL-122_allsc,583.475163378,17.8680537584,680.67,525.16,593.32,564.17
211,EL-122,Reading,597.220589766,7.72326670819,624.12,525.16,589.43,599.79
212,EL-122,Memory,564.678826834,12.3904272227,680.67,538.13,583.64,564.17
213,EL-122,CookieTheft,592.973392341,4.40852783695,604.23,569.97,590.87,600.63
214,EL-122,PupilCalib,595.096519559,1.61496994852,599.5,587.7,593.32,597.49
215,EL-156,EL-156_allsc,627.125681587,13.3201792062,658.76,388.41,615.92,616.26
216,EL-156,Reading,618.060338158,10.2225956404,640.26,560.88,622.88,606.28
217,EL-156,Memory,625.12445855,15.6982922149,655.71,388.41,620.9,616.26
218,EL-156,CookieTheft,631.995676089,8.69305836594,658.76,564.78,624.74,636.73
219,EL-156,PupilCalib,624.356418673,2.96684923631,629.99,615.92,615.92,627.07
220,EL-185,EL-185_allsc,644.749293242,10.0951753181,667.17,588.45,648.26,652.44
221,EL-185,Reading,638.646906086,11.9345857105,667.17,588.45,648.7,644.42
222,EL-185,Memory,654.843598168,2.91227355852,663.5,646.21,654.29,652.44
223,EL-185,CookieTheft,642.276435495,5.55385689737,653.47,616.39,645.85,649.89
224,EL-185,PupilCalib,645.835937984,0.844009656499,648.38,643.97,648.26,643.97
225,EO-005,Reading,639.745192891,33.8009873687,662.08,390.13,648.87,630.52
226,EO-005,CookieTheft,646.841618236,9.52593831852,669.24,610.55,659.61,635.83
227,EO-008,EO-008_allsc,700.688298442,6.54211514192,715.25,674.63,692.27,701.15
228,EO-008,Reading,701.469529427,7.68125330049,715.25,674.63,712.8,684.94
229,EO-008,Memory,703.924726855,2.33106675466,709.89,698.77,708.37,701.15
230,EO-008,CookieTheft,697.18758706,5.76214057031,714.36,682.48,701.76,690.52
231,EO-008,PupilCalib,701.446531499,2.22035972505,706.25,689.52,692.27,704.08
232,EO-011,PupilCalib,658.804541833,5.51525139006,678.54,644.32,675.7,658.03
233,EO-021,EO-021_allsc,663.408198532,8.29728947886,709.01,552.0,678.52,674.45
234,EO-021,Reading,662.027846881,6.60066205529,709.01,631.11,668.43,667.13
235,EO-021,CookieTheft,664.333588165,4.55614982456,681.21,643.4,669.96,663.49
236,EO-021,PupilCalib,662.253874755,9.04905521315,688.95,638.26,678.52,646.98
237,EO-026,EO-026_allsc,647.98485497,21.1003964243,952.33,546.82,666.12,650.26
238,EO-026,Reading,655.15407743,29.3680943835,890.25,587.42,654.21,643.43
239,EO-026,Memory,644.511800651,17.6984418064,685.81,554.21,685.79,650.26
240,EO-026,CookieTheft,641.320406791,11.9614584729,952.33,546.82,645.85,649.68
241,EO-026,PupilCalib,665.008723229,1.26227778027,668.14,660.05,666.12,664.73
242,EO-054,EO-054_allsc,761.801086814,16.8969663277,806.02,676.1,756.52,780.06
243,EO-054,Reading,766.893485427,5.92478656423,787.93,739.94,771.16,769.54
244,EO-054,Memory,778.636540443,8.88938115418,806.02,748.61,791.94,780.06
245,EO-054,CookieTheft,741.583868266,13.0918230126,785.09,676.1,727.27,749.07
246,EO-054,PupilCalib,757.17209622,0.874715079627,759.68,754.06,756.52,756.78
247,EO-080,EO-080_allsc,664.540181488,28.1901398902,1004.85,587.21,656.95,638.07
248,EO-080,Reading,669.025392459,41.506342639,1004.85,601.6,663.85,682.11
249,EO-080,Memory,663.831548056,10.9370025793,684.32,587.21,663.82,638.07
250,EO-080,CookieTheft,660.015360644,6.83088578227,672.94,629.48,666.12,663.17
251,EO-080,PupilCalib,658.236527571,1.27552612837,662.82,654.25,656.95,658.84
252,EO-083,EO-083_allsc,584.011692325,16.4518137087,829.14,522.1,581.12,649.91
253,EO-083,Reading,586.565672799,14.4155754242,829.14,548.47,578.39,578.49
254,EO-083,CookieTheft,583.403232014,4.46666606512,594.9,571.06,577.01,579.73
255,EO-083,PupilCalib,585.762420481,1.29431846382,588.24,581.12,581.12,587.78
256,EO-091,Reading,734.305334172,7.41123315262,754.55,700.28,747.28,727.02
257,EO-091,CookieTheft,737.748626628,11.1848010193,761.17,626.41,733.97,733.58
258,EO-094,EO-094_allsc,637.108476606,7.4480409809,661.5,597.5,658.64,617.87
259,EO-094,Reading,632.272823713,7.87587691106,649.76,597.5,637.63,629.15
260,EO-094,Memory,636.478878676,6.00765731296,655.43,600.91,629.77,617.87
261,EO-094,CookieTheft,640.133247139,4.90724466428,657.49,623.24,652.53,633.49
262,EO-094,PupilCalib,655.629925125,1.30231987117,661.5,648.94,658.64,656.37
263,EO-143,EO-143_allsc,698.72620911,14.4351361152,911.64,635.81,703.41,703.79
264,EO-143,Reading,697.133611436,13.3652311234,838.42,635.81,694.1,701.29
265,EO-143,Memory,697.930685972,2.65872407435,707.27,691.07,704.38,703.79
266,EO-143,CookieTheft,699.680435326,18.5824280452,911.64,664.03,704.07,697.47
267,EO-143,PupilCalib,703.376444111,0.981699568533,706.09,701.56,703.41,702.26
268,EO-166,EO-166_allsc,666.765424314,18.897856877,714.19,473.19,674.58,680.7
269,EO-166,Reading,667.478,18.0276182625,702.6,524.73,664.83,674.71
